id	broker_name	collected_by	center_name
3837		Orange County Public Health Laboratory	SUB10862364
3838		Montana Public Health Laboratory	SUB10862365
3839		UWHC	SUB10862406
3840		Orange County Public Health Laboratory	SUB10862430
3841		UWHC	SUB10862457
3842		Scientific Diagnostic Centre Pvt. Ltd., Ahmedabad	SUB10865604
3843		GMERS Medical College, Valsad	SUB10865604
3844		Smimer Medical College, Surat	SUB10865604
3845		Pangenomics, Ahmedabad	SUB10865604
3846		Unipath Speciality Laboratory Limited, Vadodara	SUB10865604
3847		Healthcare HCL Reference Laboratory, Surat	SUB10865604
3848		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10865604
3849		Sanjeevani Metropolis, Rajkot	SUB10865604
3850		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10865604
3851		Gujarat Adani Institute of Medical Sciences, Bhuj	SUB10865604
3852		Government Medical College, Surat	SUB10865604
3853		Pathocare Pathology laboratory,Vadodara	SUB10865604
3854		Neuberg Supratech Reference Laboratory, Surat	SUB10865614
3855		Invitro Speciality laboratory, Ahmedabad	SUB10865614
3856		Sanjeevani Metropolis, Rajkot	SUB10865614
3857		Scientific Diagnostic Centre Pvt. Ltd., Ahmedabad	SUB10865614
3858		P.D.U Medical College Rajkot	SUB10865614
3859		Zydus Hospital, Ahmedabad	SUB10865614
3860		Sunflower Laboratory, Ahmedabad	SUB10865614
3861		Pathocare Pathology laboratory,Vadodara	SUB10865614
3862		BJ Medical College, Ahmedabad	SUB10865614
3863		Northstar Pathology Lab, Ahmedabad	SUB10865614
3864		Rivaara Lab, Ahmedabad	SUB10865614
3865		Goverment Medical College, Bhavnagar	SUB10865614
3866		Cell care pathology laboratory, Ahmedabad	SUB10865614
3867		Desai Metropolis Health Service Pvt. Ltd, surat	SUB10865614
3868		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10865614
3869		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10865614
3870		Pangenomics, Ahmedabad	SUB10865614
3871		CDPHE	SUB10865667
3872		CDPHE	SUB10865671
3873		CDPHE	SUB10865675
3874		CDPHE	SUB10865680
3875		UWHC	SUB10865731
3876		Utah Public Health Laboratory	SUB10865751
3877		CDPH VBL	SUB10865765
3878		UWHC	SUB10865802
3879		NJDOH, Public Health and Environmental Laboratories	SUB10865834
3880		Orange County Public Health Laboratory	SUB10865858
3881		NJDOH, Public Health and Environmental Laboratories	SUB10865861
3882		Texas Department of State Health Services	SUB10866131
3883		Colorado Department of Public Health and Environment	SUB10866637
3884		North Carolina State Laboratory of Public Health	SUB10872299
3885		Colorado Department of Public Health and Environment	SUB10872368
3886		NJDOH, Public Health and Environmental Laboratories	SUB10872551
3887		Colorado Department of Public Health and Environment	SUB10872618
3888		Colorado Department of Public Health and Environment	SUB10872621
3889		New Mexico Department of Health Scientific Laboratory	SUB10872632
3890		Utah Public Health Laboratory	SUB10872768
3891		CDPH VBL	SUB10873055
3892		TPMG Regional Laboratory	SUB10878348
3893		Utah Public Health Laboratory	SUB10878379
3894		NJDOH, Public Health and Environmental Laboratories	SUB10878434
3895		UWHC	SUB10878475
3896		Montana Public Health Laboratory	SUB10878511
3897		UWHC	SUB10878560
3898		FBCCHS - COVID Testing - 4520 READING ROAD, SUITE A-200	SUB10878606
3899			SUB10878606
3900		CAMBRIDGE HEALTH AND REHAB - 1106 GOLFVIEW DRIVE	SUB10878606
3901		HARRIS CO. JUV. DET. CTR. - 1200 CONGRESS	SUB10878606
3902		PARK MANOR WESTCHASE - 11910 RICHMOND AVE	SUB10878606
3903		BRAZOS TOWERS BAYOU MANOR - 4141 S BRAESWOOD	SUB10878606
3904		HCO INST FORENSIC SCI - 1861 OLD SPANISH TRAIL	SUB10878606
3905		MAYOR&apos;S OFFICE - 8000 NORTH STADIUM DRIVE	SUB10878606
3906		ACRES HOME MSC - 6719 W MONTGOMERY RD	SUB10878606
3907		HIRAM CLARKE MSC - 3810 W FUQUA ST	SUB10878606
3908		NORTH HOUSTON - 9814 GRANT RD	SUB10878606
3909		MEMORIAL HERMANN - 6411 FANNIN	SUB10878606
3910		TSU - 3100 CLEBURNE ST.	SUB10878606
3911		SOUTHWEST MSC- 6400 HIGH STAR DRIVE	SUB10878606
3912		SEVEN ACRES JEWISH - 6200 N BRAESWOOD BLVD	SUB10878606
3913		WINDSOR HOUSTON- 6920 T C Jester Blvd	SUB10878606
3914		MAGNOLIA HEALTH CENTER - 7037 CAPITOL	SUB10878606
3915		FORT BEND JUVENILE - 122 GOLFVIEW	SUB10878606
3916		Montana Public Health Laboratory	SUB10878619
3917		SN Gene Lab. Private limited, Surat	SUB10887009
3918		Sanjeevani Metropolis, Rajkot	SUB10887009
3919		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10887009
3920		Green Cross Pathology &amp; Molecular Laboratory, Ahmedabad	SUB10887009
3921		Sterling Accuris, Bhavnagar	SUB10887009
3922		Green Cross Pathology Laboratory, Ahmedabad	SUB10887009
3923		Northstar Pathology Laboratory, Ahmedabad	SUB10887009
3924		BJ Medical College, Ahmedabad	SUB10887009
3925		GMERS Medical College, Gandhinagar	SUB10887009
3926		Banas Medical College, Palanpur, Banasknatha	SUB10887009
3927		Neuberg Supratech Reference Laboratory, Ahmedabad	SUB10887009
3928		Pangenomics International Pvt. Ltd, Ahmedabad	SUB10887009
3929		Pathocare Pathology Laboratory, Vadodara	SUB10887009
3930		Apollo Hospital International Limited, Ahmedabad	SUB10887009
3931		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10887009
3932		Speciality Micro tech lab, Ahmedabad	SUB10887009
3933		Pramukhswami Medical college, Karamsad	SUB10887009
3934		Texas Department of State Health Services	SUB10889858
3935		Texas Department of State Health Services	SUB10889862
3936		Texas Department of State Health Services	SUB10889867
3937		UWHC	SUB10889945
3938		Bio Lab	SUB10894254
3939		Pomona Valley Hospital Medical Center	SUB10894254
3940		UCLA Clinical Micro Lab	SUB10894254
3941		Huntington Memorial Hospital	SUB10894254
3942		Martin Luther King Jr. Community Hospital	SUB10894254
3943		Martin Luther King, Jr. Outpatient Center	SUB10894254
3944		Providence Saint John&apos;s Health Center	SUB10894254
3945		Los Angeles County Public Health Laboratories	SUB10894254
3946		OmniPathology Laboratory	SUB10894254
3947		Torrance Memorial Medical Center	SUB10894254
3948		USC Clinical Lab	SUB10894254
3949		MD Laboratories	SUB10894254
3950		Olive View Medical Center	SUB10894254
3951		Palmdale Regional Medical Center	SUB10894254
3952		Quantgene Lab	SUB10894254
3953		PIH Health Whittier Hospital	SUB10894254
3954		Henry Mayo Newhall Hospital	SUB10894254
3955		UCLA Clinical Micro Lab	SUB10894270
3956		Providence Saint John&apos;s Health Center	SUB10894270
3957		PIH Health Whittier Hospital	SUB10894270
3958		Pomona Valley Hospital Medical Center	SUB10894270
3959		USC Clinical Lab	SUB10894270
3960		Henry Mayo Newhall Hospital	SUB10894270
3961		Olive View Medical Center	SUB10894270
3962		Huntington Memorial Hospital	SUB10894270
3963		Palmdale Regional Medical Center	SUB10894270
3964		WestPac Labs	SUB10894270
3965		Los Angeles County Public Health Laboratories	SUB10894270
3966		Bio Lab	SUB10894270
3967		Cedars-Sinai Medical Center	SUB10894270
3968		Torrance Memorial Medical Center	SUB10894270
3969		Fulgent Genetics	SUB10894270
3970		California Hospital Medical Center	SUB10894270
3971		Clarity Mobile Venture	SUB10894270
3972		TPMG Regional Laboratory	SUB10894829
3973		Pennsylvania Department of Health Bureau of Laboratories	SUB10896429
3974		Pennsylvania Department of Health Bureau of Laboratories	SUB10896464
3975			SUB10896488
3976		UWHC	SUB10896579
3977		Montana Public Health Laboratory	SUB10896637
3978		UWHC	SUB10896640
3979		Alba Escalera, Ana S. Gonzalez-Reiche, Sadaf Aslam, Ignacio Mena, Rebecca L. Pearl, Manon Laporte, Andrea Fossati, Raveen Rathnasinghe, Hala Alshammary, Adriana van de Guchte, Mehdi Bouhaddou, Thomas Kehrer, Lorena Zuliani-Alvarez, David A. Meekins, Velmurugan Balaraman, Chester McDowell, Juergen A. Richt, Goran Bajic, Emilia Mia Sordillo, Nevan Krogan, Viviana Simon, Randy A. Albrecht, Harm van Bakel, Adolfo Garcia-Sastre, Teresa Aydillo	SUB10896651
3980		UWHC	SUB10896656
3981		UWHC	SUB10896664
3982		UWHC	SUB10896689
3983		UWHC	SUB10896696
3984		NJDOH, Public Health and Environmental Laboratories	SUB10896857
3985		Colorado Department of Public Health and Environment	SUB10896945
3986		CDPHE	SUB10896976
3987		CDPHE	SUB10896981
3988		Colorado Department of Public Health and Environment	SUB10897105
3989		Texas Department of State Health Services	SUB10897255
3990		Orange County Public Health Laboratory	SUB10897295
3991		Orange County Public Health Laboratory	SUB10897319
3992		Colorado Department of Public Health and Environment	SUB10897516
3993		UWHC	SUB10898473
3994		MARIAN MEDICAL CENTER LAB	SUB10899144
3995		SIERRA VISTA REGIONAL MEDICAL CENTER LAB	SUB10899144
3996		CAL POLY HEALTH CENTER	SUB10899144
3997		TWIN CITIES COMMUNITY HOSP LAB	SUB10899144
3998		TWIN CITIES COMMUNITY HOSPITAL LAB	SUB10899144
3999		COUNTY OF SAN LUIS OBISPO PUBLIC HEALTH DEPARTMENT	SUB10899144
4000		CDPH VBL	SUB10899216
4001		UWHC	SUB10899292
4002		NJDOH, Public Health and Environmental Laboratories	SUB10899409
4003		CDPH VBL	SUB10899425
4004		CDPH VBL	SUB10899432
4005		CDPH VBL	SUB10899437
4006		CDPHE	SUB10899453
4007		CDPH VBL	SUB10899686
4008		CDPH VBL	SUB10899687
4009		Colorado Department of Public Health and Environment	SUB10899689
4010		Colorado Department of Public Health and Environment	SUB10899690
4011		CDPHE	SUB10899692
4012		CDPHE	SUB10899694
4013		Montana Public Health Laboratory	SUB10899969
4014		CDPH VBL	SUB10899979
4015		California Hospital Medical Center	SUB10900025
4016		Pomona Valley Hospital Medical Center	SUB10900025
4017		Primex Clinical Laboratories	SUB10900025
4018		Torrance Memorial Medical Center	SUB10900025
4019		Palmdale Regional Medical Center	SUB10900025
4020		Huntington Memorial Hospital	SUB10900025
4021		PIH Health Whittier Hospital	SUB10900025
4022		Henry Mayo Newhall Hospital	SUB10900025
4023		self	SUB10900063
4024		Arinjay Banerjee	SUB10900110
4025		HZCDC	SUB10901989
4026		Clinical Lab, Aga Khan University Hospital	SUB10901991
4027		CDPH VBL	SUB10902506
4028		CDPH VBL	SUB10902512
4029		CDPH VBL	SUB10902514
4030		CDPH VBL	SUB10902521
4031		CDPH VBL	SUB10902527
4032		CDPH VBL	SUB10902531
4033		NJDOH, Public Health and Environmental Laboratories	SUB10902555
4034		QEII Health Sciences Centre	SUB10902620
4035		UeS	SUB10903317
4036		Clinical Lab, Aga Khan University Hospital	SUB10904049
4037		BARC BOOST	SUB10905431
4038		University of Pretoria	SUB10905431
4039		National Health Laboratory service	SUB10905431
4040		Africa Health Research Institute	SUB10905431
4041		Pennsylvania Department of Health Bureau of Laboratories	SUB10905446
4042		Africa Health Research Institute	SUB10905477
4043		Centre for the AIDS Programme of Research in South Africa	SUB10905477
4044		Africa Centres for Disease Control and Prevention	SUB10905512
4045		Montana Public Health Laboratory	SUB10905573
4046		Montana Public Health Laboratory	SUB10905622
4047		CDPHE	SUB10906044
4048		CDPH VBL	SUB10906134
4049		Nobility Health	SUB10906204
4050		Colorado Department of Public Health and Environment	SUB10906205
4051		CDPHE	SUB10906215
4052		Texas Department of State Health Services	SUB10906233
4053		NYCDOHMH Public Health Lab	SUB10906283
4054		CDPH VBL	SUB10906324
4055		Utah Public Health Laboratory	SUB10906343
4056		Utah Public Health Laboratory	SUB10906353
4057		UWHC	SUB10908005
4058		UWHC	SUB10908029
4059		UWHC	SUB10908038
4060		Utah Public Health Laboratory	SUB10908233
4061		CDPHE	SUB10908392
4062		CDPHE	SUB10908418
4063		Colorado Department of Public Health and Environment	SUB10908488
4064		South Dakota Public Health Laboratory	SUB10908489
4065		CDPH VBL	SUB10908503
4066		Texas Department of State Health Services	SUB10908535
4067		CDPH VBL	SUB10908546
4068		CDPH VBL	SUB10908562
4069		CDPH VBL	SUB10908574
4070		Colorado Department of Public Health and Environment	SUB10908608
4071		Colorado Department of Public Health and Environment	SUB10918329
4072		GMERS Medical College, Valsad	SUB10919994
4073		General Hospital, Vyara	SUB10919994
4074		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10919994
4075		Pramukhswami Medical College, Karamsad	SUB10919994
4076		Pangenomics International Pvt. Ltd, Ahmedabad	SUB10919994
4077		Northstar Pathology Lab, Ahmedabad	SUB10919994
4078		P.D.U Medical College Rajkot	SUB10919994
4079		Sunflower Laboratory, Ahmedabad	SUB10919994
4080		GMERS Medical College, Gotri	SUB10919994
4081		Invitro Speciality laboratory, Ahmedabad	SUB10919994
4082		General Hospital, Jamkhambhaliya	SUB10919994
4083		General Hospital, Godhara	SUB10919994
4084		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10926547
4085		Sanjeevani Metropolis, Rajkot	SUB10926547
4086		M.P Shah Goverment Medical College,Jamnagar	SUB10926547
4087		Neuberg Supratech Reference Laboratory, Ahmedabad	SUB10926547
4088		Invitro Speciality laboratory, Ahmedabad	SUB10926547
4089		Toprani Advanced Lab system,Vadodara	SUB10926547
4090		Northstar Pathology Lab, Ahmedabad	SUB10926547
4091		Narayana Multispeciality Hospital, Ahmedabad	SUB10926547
4092		Gujarat Pathology Laboratory, Ahmedabad	SUB10926547
4093		Speciality Micro tech lab, Ahmedabad	SUB10926547
4094		Pangenomics International Pvt. Ltd, Ahmedabad	SUB10926547
4095		Sunflower Laboratory, Ahmedabad	SUB10926547
4096		Pathocare Pathology laboratory,Vadodara	SUB10926547
4097		Sterling Accuris Diagnostic, Mehsana	SUB10926547
4098		Toprani Advanced Lab system,Vadodara	SUB10926550
4099		Gujarat Pathology Laboratory, Ahmedabad	SUB10926550
4100		Pangenomics International Pvt. Ltd, Ahmedabad	SUB10926550
4101		Northstar Pathology Lab, Ahmedabad	SUB10926550
4102		MGG Civil hospital, Navasari	SUB10926550
4103		Invitro Speciality laboratory, Ahmedabad	SUB10926550
4104		GMERS Medical College, Gotri	SUB10926550
4105		Pathocare Pathology laboratory,Vadodara	SUB10926550
4106		Big X-ray Diagnostic centre LLP, Surat	SUB10926550
4107		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10926550
4108		Zydus Hospital, Ahmedabad	SUB10926550
4109		Curovis Health Care Ltd, Ahmedabad	SUB10926550
4110		Scientific Diagnostic Centre Pvt. Ltd., Ahmedabad	SUB10926550
4111		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10926550
4112		GMERS, Medical College Dharpur, Patan	SUB10926550
4113		CHC Dakor	SUB10926550
4114		BJ Medical College, Ahmedabad	SUB10926550
4115		Gujarat Adani Institute of Medical Sciences, Bhuj	SUB10926550
4116		Neuberg Supratech Reference Laboratory, Ahmedabad	SUB10926550
4117		M.P Shah Goverment Medical College,Jamnagar	SUB10926550
4118		C.U.Shah, Medical College, Surendranagar	SUB10926550
4119		Sterling Accuris, Bhavnagar	SUB10926550
4120		Green cross Genetic Lab Pvt. Ltd, Ahmedabad	SUB10926550
4121		Scientific Diagnostic Centre Pvt. Ltd., Ahmedabad	SUB10926552
4122		Northstar Pathology Lab, Ahmedabad	SUB10926552
4123		Smimer Medical College, Surat	SUB10926552
4124		Eugene Molecular Laboratory, Ahmedabad	SUB10926552
4125		Sunflower Laboratory, Ahmedabad	SUB10926552
4126		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10926552
4127		Invitro Speciality laboratory, Ahmedabad	SUB10926552
4128		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10926552
4129		MGG Civil hospital, Navasari	SUB10926552
4130		Government Medical College, Surat	SUB10926552
4131		BJ Medical College, Ahmedabad	SUB10926552
4132		P.D.U Medical College Rajkot	SUB10926552
4133		General Hospital, Bharuch	SUB10926552
4134		Pathocare Pathology laboratory, Vadodara	SUB10926552
4135		Green cross Genetic Lab Pvt. Ltd, Ahmedabad	SUB10926572
4136		P.D.U Medical College Rajkot	SUB10926572
4137		CHC Dakor	SUB10926572
4138		GMERS Medical College, Gotri	SUB10926572
4139		Sunflower Laboratory, Ahmedabad	SUB10926572
4140		BJ Medical College, Ahmedabad	SUB10926572
5712		Helix	SUB9219285
4141		Pangenomics International Pvt. Ltd, Ahmedabad	SUB10926572
4142		Green Cross Pathology Laboratory, Ahmedabad	SUB10926572
4143		Sterling Accuris, Surat	SUB10926572
4144		Pramukhswami Medical college, Karamsad	SUB10926572
4145		Speciality Microtech Lab, Ahmedabad	SUB10926572
4146		Northstar Pathology Lab, Ahmedabad	SUB10926572
4147		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10926572
4148		Neuberg Supratech Reference Laboratory, Surat	SUB10926572
4149		Invitro Speciality laboratory, Ahmedabad	SUB10926572
4150		Scientific Diagnostic Centre Pvt. Ltd., Ahmedabad	SUB10926572
4151		Molecular Medicine Reliance Life Sciences, Jamnagar	SUB10926572
4152		Sterling Accuris, Surat	SUB10926575
4153		P.D.U Medical College Rajkot	SUB10926575
4154		Pathocare Pathology laboratory,Vadodara	SUB10926575
4155		Smimer Medical College, Surat	SUB10926575
4156		Government Medical College, Surat	SUB10926575
4157		GMERS Medical College, Gotri	SUB10926575
4158		Salvus Bioresearch laboratory, Ahmedabad	SUB10926575
4159		M.P Shah Goverment Medical College,Jamnagar	SUB10926575
4160		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10926575
4161		Gujarat Pathology Laboratory, Ahmedabad	SUB10926575
4162		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10926575
4163		Rivaara Lab, Ahmedabad	SUB10926575
4164		Neuberg Supratech Reference Laboratory, Surat	SUB10926575
4165		Pennsylvania Department of Health Bureau of Laboratories	SUB10926836
4166		North Carolina State Laboratory of Public Health	SUB10927020
4167		NJDOH, Public Health and Environmental Laboratories	SUB10927108
4168		TPMG Regional Laboratory	SUB10927234
4169		Colorado Department of Public Health and Environment	SUB10927235
4170		Texas Department of State Health Services	SUB10927410
4171		Montana Public Health Laboratory	SUB10927461
4172		TPMG Regional Laboratory	SUB10927462
4173		QEII Health Sciences Centre	SUB10937039
4174		Orange County Public Health Laboratory	SUB10937128
4175		Orange County Public Health Laboratory	SUB10937139
4176		Tulane University	SUB10937365
4177		Montana Public Health Laboratory	SUB10937852
